,loss,accuracy,val_loss,val_accuracy
0,0.6689922505236686,0.6638298,0.6144987748841108,0.7118644
1,0.6060217903015461,0.6893617,0.5339593836816691,0.7288136
2,0.5350944833552583,0.7319149,0.43505646667238007,0.7627119
3,0.47643400506770356,0.6893617,0.3803973319166798,0.779661
4,0.4331362625385853,0.7829787,0.3470733888068442,0.86440676
5,0.4124507613638614,0.7276596,0.32894613076064544,0.779661
6,0.3717282210258727,0.79148936,0.3033960158542051,0.86440676
7,0.34627056774940895,0.80851066,0.27811454716375317,0.86440676
8,0.3167852654102001,0.8638298,0.2682076965348195,0.84745765
9,0.285655902167584,0.8638298,0.21859728582834792,0.89830506
10,0.25390106769318277,0.89361703,0.18315010833538184,0.9491525
11,0.2275748958930056,0.8978723,0.16004892931146136,0.9491525
12,0.19911977705803324,0.9234043,0.12578986307321968,0.9830508
13,0.17321847131911744,0.94893616,0.31748913102230786,0.8305085
14,0.20725477655675817,0.8851064,0.1680575864294828,0.89830506
15,0.23077088594436646,0.89361703,0.1638923027252747,0.91525424
16,0.1429420402075382,0.9404255,0.11518551207194894,0.9661017
17,0.17824335643585693,0.9021277,0.10126961565623849,0.9661017
18,0.1644207103336428,0.93191487,0.07220097921662412,1.0
19,0.12176991598086154,0.97021276,0.0899478130168834,0.9661017
20,0.11932421282250831,0.96595746,0.07863481645866977,0.9830508
21,0.10509021792640078,0.9744681,0.06686311050996942,0.9830508
22,0.102111631568442,0.97021276,0.059528736239772735,1.0
23,0.10543285813182593,0.97021276,0.06829769025414677,1.0
24,0.09169663869320079,0.9617021,0.04173477215029425,1.0
25,0.09035027076272255,0.97021276,0.08068644482705553,0.9830508
26,0.08414120846527054,0.97021276,0.039152933189929545,1.0
27,0.09134555959955175,0.9617021,0.06567942818342629,0.9830508
28,0.10689291459448794,0.9531915,0.044291054419541766,0.9830508
29,0.10513021619396007,0.94468087,0.035721271851305234,1.0
30,0.07988459778592942,0.9787234,0.05661428782899501,1.0
31,0.06426858826282811,0.97021276,0.026431341197783665,1.0
32,0.06138399827908328,0.9744681,0.047681397111234015,0.9830508
33,0.05769156538584131,0.9744681,0.02178959734737873,1.0
34,0.059596675382728906,0.9829787,0.044976609048701946,0.9830508
35,0.044644949577273205,0.9957447,0.019412906082757447,1.0
36,0.040083348560840525,0.98723406,0.028923426581136252,1.0
37,0.03611231050751311,0.99148935,0.017870821058750153,1.0
38,0.031132967453053658,0.9957447,0.0335232254938554,0.9830508
39,0.03372804348931668,0.98723406,0.016436597111366563,1.0
40,0.032620861864787465,0.98723406,0.023402582569900205,1.0
41,0.021587186972511576,1.0,0.018191240680546075,1.0
42,0.01879987507424456,0.9957447,0.0171201264138444,1.0
43,0.018627279632269067,0.9957447,0.018997217054968162,1.0
44,0.01874239012361207,1.0,0.009543863930186983,1.0
45,0.018976708245959054,0.99148935,0.021701350429300534,1.0
46,0.01590354806406701,1.0,0.011047992137087098,1.0
47,0.014247277077842267,1.0,0.013992893793699095,1.0
48,0.014263384047142686,0.9957447,0.012579467163373858,1.0
49,0.013209556457289356,1.0,0.008129747955412683,1.0
50,0.009312818633352822,1.0,0.014316602349597014,1.0
51,0.009410254217367223,1.0,0.009206180776453625,1.0
52,0.007330976960625737,1.0,0.006867702671531904,1.0
53,0.007181710306000203,1.0,0.006266422281673146,1.0
54,0.007401790196432712,1.0,0.007517186289463761,1.0
55,0.006248725608531187,1.0,0.007801679077447723,1.0
56,0.005559585903315468,1.0,0.006159325927432816,1.0
57,0.004890260690119752,1.0,0.005320108716644473,1.0
58,0.00471485426372036,1.0,0.005450429276452731,1.0
59,0.0044911384780673275,1.0,0.006401882749603335,1.0
60,0.004476834770212782,1.0,0.005186884959970238,1.0
61,0.006235471483755936,1.0,0.005143858034605697,1.0
62,0.004142911835236752,1.0,0.0045495309030353015,1.0
63,0.00339402312095812,1.0,0.0036429806209911228,1.0
64,0.0035263732905460006,1.0,0.004109425564943734,1.0
65,0.0031301875668082466,1.0,0.0035452338634058833,1.0
66,0.0027789383552017364,1.0,0.004129690248361331,1.0
67,0.002754612404734213,1.0,0.003743598032427036,1.0
68,0.0025196816455176534,1.0,0.00371219546897179,1.0
69,0.0024375185628045114,1.0,0.0030559340858895144,1.0
70,0.0022279666720622002,1.0,0.002841353781473965,1.0
71,0.002082045204402443,1.0,0.0027758399541568707,1.0
72,0.0019221117622169488,1.0,0.002689079359820965,1.0
73,0.0017981469943287207,1.0,0.0027383355950636756,1.0
74,0.0016489424762573647,1.0,0.0026962158499064586,1.0
75,0.001641475563086173,1.0,0.0025019449412712227,1.0
76,0.0015012910943775577,1.0,0.002421536517400547,1.0
77,0.0014555804628972955,1.0,0.0022509567315248235,1.0
78,0.0014095960218370198,1.0,0.002273976415103712,1.0
79,0.001311344311552796,1.0,0.002254032770613745,1.0
80,0.0012638026196385753,1.0,0.0023492920494606814,1.0
81,0.0011840528749088024,1.0,0.0022236237902257404,1.0
82,0.0012459237105584644,1.0,0.002007675866233343,1.0
83,0.0011607657404656105,1.0,0.001990182363226915,1.0
84,0.0011000068286096956,1.0,0.0017853673395574472,1.0
85,0.0011524078114196023,1.0,0.0016226612906547863,1.0
86,0.0010304069909405835,1.0,0.0018559697338664052,1.0
87,0.0008464746815003852,1.0,0.0019577293073703237,1.0
88,0.000923525854639283,1.0,0.0016713549700660348,1.0
89,0.0008023498145159968,1.0,0.0015610837095448654,1.0
90,0.0007750331520776641,1.0,0.0014637019381645308,1.0
91,0.0007330465890922921,1.0,0.0014593535037790188,1.0
92,0.0007667190867149212,1.0,0.0014731331473863604,1.0
93,0.0006676757420868949,1.0,0.0013851130517373272,1.0
94,0.0008004486506329255,1.0,0.0013048110280178046,1.0
95,0.0006274031584170904,1.0,0.0014292192388862624,1.0
96,0.0006311862740016721,1.0,0.0012880193737485463,1.0
97,0.0005839165391776949,1.0,0.001259621384186607,1.0
98,0.0005707250717294184,1.0,0.001285925186170123,1.0
99,0.0005887443901961075,1.0,0.001250459398961847,1.0
100,0.0005340348294711998,1.0,0.0010856603118354234,1.0
101,0.0005519046906401661,1.0,0.0010556414238990174,1.0
102,0.0005449029869657565,1.0,0.0012461505105158597,1.0
103,0.0004976413311793449,1.0,0.0010892029104841146,1.0
104,0.0004985414953169194,1.0,0.0009972164713209337,1.0
105,0.0004956682522265993,1.0,0.0011701543748347182,1.0
106,0.00044472853750971325,1.0,0.001092427387494215,1.0
107,0.0004256568794594483,1.0,0.0010579256861277273,1.0
108,0.00044117887960152424,1.0,0.0010711862651386567,1.0
109,0.00038307721917319327,1.0,0.0009593652660950577,1.0
110,0.0003994491991606799,1.0,0.000961819380251454,1.0
111,0.0003624048217774389,1.0,0.0009146768146419456,1.0
112,0.00036174511775978783,1.0,0.0008318090988461213,1.0
113,0.00035109912723976566,1.0,0.0008732698435038802,1.0
114,0.00036220024835239065,1.0,0.0009228970196445362,1.0
115,0.00032749871922746064,1.0,0.0008052934367620086,1.0
116,0.0003420483900396342,1.0,0.0008244986832832476,1.0
117,0.00030421498689820316,1.0,0.0008267881573173928,1.0
118,0.00029653317463445536,1.0,0.0008307785206174447,1.0
119,0.0002974338589255956,1.0,0.0008840915611086777,1.0
120,0.0002847438009376539,1.0,0.0007887849257666997,1.0
121,0.0002615872039855953,1.0,0.0006753013546231313,1.0
122,0.00027282578738138793,1.0,0.0006414854640567328,1.0
123,0.0002645159992290304,1.0,0.0006643957386910126,1.0
124,0.0002600353818010301,1.0,0.0005861941120247909,1.0
125,0.00023586635745348448,1.0,0.0006982856179771045,1.0
126,0.00023185863092100803,1.0,0.0007383317890837473,1.0
127,0.00022636411409389148,1.0,0.0006260998754010346,1.0
128,0.00020461653478745807,1.0,0.0006585543871890769,1.0
129,0.00019577474777953343,1.0,0.0006091538588546011,1.0
130,0.0001872248038899728,1.0,0.000615407918210899,1.0
131,0.00017907080120416953,1.0,0.0005876477004938475,1.0
132,0.0001743677566992119,1.0,0.0005377450824953947,1.0
133,0.00017272194742456626,1.0,0.0005323287354628319,1.0
134,0.00016188430807310495,1.0,0.0005615642378146176,1.0
135,0.00015922608648171707,1.0,0.0005774748347841708,1.0
136,0.000154445744169123,1.0,0.0005338869159459136,1.0
137,0.00014563704694700526,1.0,0.0004696028796172606,1.0
138,0.0001534829282157242,1.0,0.0004519090048773451,1.0
139,0.00015015271579768718,1.0,0.00048115439531718916,1.0
140,0.00013585462107352833,1.0,0.00046177523867207406,1.0
141,0.0001300404799428392,1.0,0.00043343826448909894,1.0
142,0.00012724742806854687,1.0,0.00040207218484345316,1.0
143,0.000125679693352827,1.0,0.00041230032575648217,1.0
144,0.00012025605633909358,1.0,0.0004131170899816394,1.0
145,0.00011649635091592418,1.0,0.0004399514100287441,1.0
146,0.00011252116274455205,1.0,0.00042754232856815965,1.0
147,0.0001093799157620487,1.0,0.00041035382790881666,1.0
148,0.00010615873960635694,1.0,0.000411034640495989,1.0
149,0.00010298655227977198,1.0,0.0003929422439842572,1.0
150,0.00010196458501245906,1.0,0.00038412041674561453,1.0
151,9.642900100864589e-05,1.0,0.00034563635458421927,1.0
152,9.865953738397443e-05,1.0,0.0003473825572192732,1.0
153,9.338714306532564e-05,1.0,0.0003559914027499548,1.0
154,8.894258893672079e-05,1.0,0.000369857265283472,1.0
155,8.835615936209735e-05,1.0,0.000377115894711312,1.0
